word,meaning
quash,"surpress, crush. Invalidate"
ream,"resma, large quantity, specially of paper (500 sheets)."
recast,redo or change to make it better or different.
remiss,"negligente, descuidado, thoughtless, careless."
seamstress,"woman who sews, costurera."
sic,"urge dog to attack, echar los perros."
slog,work very hard over a long period.
sully,"mancillar, to damage the purity or integrity of sth."
upstart,"advenedizo, arribista, trepa."
wallop,golpetazo
agape,mouth: wide open. Boquiabierto.
appraisal,"valoración, estimación."
ascribe,"atribuir, asignar."
besotted,"infatuated, enamorado, colado"
bluster,"fanfarronada, empty boasting."
collusion,"act of conspiring, confabulación, conspiración, complot."
dally,"perder el tiempo, entretenerse."
derogatory,"insulting, pejorative."
dingy,"dark and dull, often shabby"
drivel,chorrada.
extravaganza,"elaborate spectacle, show."
flume,"amusement water slide, tobogán."
gripe,"queja, complaint."
endorse,"respaldar, apoyar, support."
profane,"vulgar, offensive, soez."
iota,"tiny amount, ápice, pizca."
juniper,enebro
lint,"pelusilla, small fluff or fibers of fabric."
lopsided,"asimétrico, torcido."
nightcap,drink before bed.
oddball,bicho raro.
overhang,"sobresalir, sth that juts out over sth else."
pooped,"exhausted, reventado."
rancour,"rencor, bitterness, resentment."
rapturous,"feeling joyful, eufórico, exultante."
squalid,"dirty, due to poverty or neglect."
squeamish,"remilgado, delicado, aprensivo "
stewardship,"administración, role of administrator."
straddle,sentarse a horcajadas.
teat,"nipple, pezón."
tongs,"pinzas, tenazas."
tumble,"fall, roll, rodar."
amenity,"comodidades, servicios, instalaciones."
burgeon,"plant: sprout, grow, florecer, madurar."
clammy,unpleasantly wet and sticky
conch,"caracola, shell of sea snail."
courtier,cortesano.
crone,"haggard old woman, vieja bruja, arpía"
crucible,"cauldrom, melting pot, crisol."
diehard,"stubborn and determined / rigid traditionalist, retrógrado, conservador."
dinky,uk: small and cute / us: small and unimpressive.
drat,caray
flippant,"frívolo, not taking seriously."
friar,"fray, fraile, monk."
gargle,"hacer gárgaras, rinse throat making bubbling sound."
gaudy,"too showy, garish, flashy to the point of vulgar."
jiffy,"momentito, segundito."
liken,to compare one thing to another.
lusty,vigoroso / lujurioso.
nob,upper class person.
perry,sidra de pera.
pliers,"gripping tool, pinzas, alicates, tenazas."
quandary,"dilemma, disyuntiva."
spunky,"brave, spirited, valiente, con agallas."
twinge,"spasm of pain, punzada."
waistcoat,"uk, sleeveless buttoned vest."
wrest,"pull away from, arrebatar, arrancar."
aghast,"horrified, shocked, espantado."
ballsy,"courageous, daring, de armas tomar."
bandstand,"quiosco de música, covered area for live music."
blowout,when sth bursts or explodes suddenly and forcefully (fiestazo).
commissary,economato
crinkle,"crease, arrugarse. (crease, wrinkle)"
dispatcher,transport controller.
embankment,"water barrier, dyke, dique, terraplén."
emote,"make a display of emotions, exteriorizar sentimientos."
epitomize,"be a perfect example of, encarnar."
halcyon,"past: carefree, happy, pasado mejor, tiempos mejores."
jag,"sharp or jutting, punta, púa."
lop,podar (lopsided: torcido).
micromanage,supervise over-attentively.
misdemeanor,"minor crime, falta, delito menor."
musk,almizcle.
pacemaker,marcapasos.
raptor,ave rapaz.
scale,báscula / escala / escama
seance,sesión espiritista.
seemly,"correct, decorous, decente, decoroso."
sniffle,"slight cold, resfriado."
stranglehold,"dominio, control absoluto."
swelter,to be uncomfortably hot.
tenable,"mantenible, sostenible."
toff,ricachón.
touchstone,piedra de toque.
tresses,mechas de pelo.
slap on the wrist,amonestación menor.
veranda,"porche, galería."
wellspring,"manantial, fuente."
a whit of,"pizca de, ápice de, poquito de."
shout-out,"reconocimiento, agradecimiento público."
antsy,"nervous, restless, ansioso."
auspicious,"favorable, propicio."
beefy,"musculoso, fornido."
braise,"guisar, cocer, hervir."
byway,carretera secundaria.
cleat,tacos de bota.
cushy,easy and comfortable.
dell,small valley among trees.
duff,"buttocks, culo."
foolhardy,"reckless, temerario."
hovel,"wretched (miserable, precario) house, shack, choza, casucha."
lifer,imprisoned for life.
mercurial,"erratic, volatile, voluble."
mosh,dance aggressively at a rock concert.
newt,tritón
pathetically,"causing pity, lastimosamente."
placate,"aplacar, apaciguar."
preen,"bird: groom itself, acicalarse, arreglarse las plumas con el pico."
rapture,"rapt, arrobo, embeleso, arrebato."
rota,"lista de tareas, lista de turnos."
salve,substance put on a wound or sore skin.
savant,"sabio, erudito."
scabby,"con costras, covered with scabs, dry rough patches on the skin."
smithereens,"very small, broken pieces."
stodgy,"food: heavy, hard to digest."
stopwatch,cronómetro.
tickle,hacer cosquillas.
waif,"orphan, homeless child."
weakling,debilucho.
abreast,side by side
alms,limosna
awning,"canvas shelter, toldo para dar sombra."
baulk,"balk. Refuse, oponerse."
bleeder,"lelo, bobo, soplagaitas."
caddy,"caddie (golf), caja, cesta, organizador."
dawdle,"move without haste, entretenerse, perder el tiempo."
eaves,"alero, overhanging roof edge."
eyesore,"ugly thing, engendro."
fiat,"official decree, decreto, orden, fíat."
gaggle,"flock of geese, manada de gansos."
gossamer,"sth very light, thin or delicate."
henchman,"asistente, secuaz."
jilt,"abandonar, dejar plantado."
sin bin,"rincón de castigo. ""Blue cards for sin bins"""
thong,"tanga, G-string"
G-string,"tanga, thong"
loath,"reluctant to do sth, not willing."
loathe,odiar
maudlin,"sentimental, sensiblero, llorón."
neigh,relinchar.
rickety,"structure: shaky, desvencijado, tambaleante."
sanctimonious,"self-righteous, preachy, acting as if morally superior."
schmooze,socialize for self-advancement.
scrunch,"crumple, arrugar, estrujar."
segue,smooth transition.
toils,hard and tiring work.
township,small town
trawler,barco pesquero arrastrero
truant,"school pupil: absent, estudiante que hace novillos."
undergrowth,"sotobosque, matorral."
wiles,"treta, artimaña, truco, engaño."
yaw,to move from side to side when moving forward.
yesteryear,"antaño, back in the day."
yew,tejo
balmy,"pleasant, mild, templado, agradable."
bombastic,"overblown, pretentious."
claret,a dark purplish-red colour.
dandruff,caspa.
debonair,"man: suave, charming, confident, well-dressed."
dour,"unfriendly, stern, serious, adusto, arisco, hosco."
fitful,"erratic, sporadic, irregular, intermitente."
floatsam,"floating debris, flotantes, o pecio, de naufragio. Floatsam and jetsam: discarded items, junk."
flout,disregard a rule.
garb,"vestido, traje, apariencia."
jeer,to shout or laugth at sb in a mocking or unkind way.
jut,"project, stick out, sobresalir."
mezzanine,"entresuelo, middle floor or level."
nape,"nuca, cogote, back of the neck."
pacifier,chupete (us; uk: dummy)
plaintive,"lastimero, quejumbroso."
proffer,"offer, put forward, proponer, presentar."
purport,"claim to be, claim to do (especially when not true)"
skittish,"restless or jumpy, very nervous."
splay,"spreaf out your body, abrirse (de piernas, brazos)."
tanner,curtidor (de pieles).
tardy,"being late or slow, not on time."
telltale,"revelador, indicador."
underhand,"dishonest, sneaky."
wally,"idiot, foolish person."
wily,"sly, cunning, astuto, artero."
darn,"zurcir/ maldito, condenado."
workmanship,quality of work.
backlog,"unprocessed items, pendientes."
bookkeeper,"contable, tenedor de libros."
catty,"malicioso, malintencionado."
craggy,"escarpado, abrupto."
crevasse,"grieta, fisura."
dexterity,"destreza, habilidad."
docket,a list of things to do or discuss.
doofus,"fool, tonto."
droll,"funny (""drole"", french)"
excise,"remove sth, cut out."
gaffer,"tv, film: lighting technician."
bonnet,"bonete, gorro / capó del coche."
gaga,"crazy, insane / infatuated."
girth,"contorno, cintura."
gristle,meat: tough cartilage.
haughty,"disdainful, altivo, arrogante, altanero."
highbrow,"highly cultured, culto, intelectual."
hinterland,undevelopped backcountry.
mangy,"dog, cat: with patchy fur, sarnoso. / scruffy, dirty."
rehash,"refrito, pointless reworking or reuse of."
sackcloth,arpillera.
semaphore,system of flag signals.
skirmish,"escaramuza, refriega, small and brief altercation."
soapbox,speaker's makeshift platform.
sprightly,"lively, vivaz, brioso, alegre."
spud,"potato, informally (uk)"
tater,"potato, informally (us)"
thresh,"trillar, separate grain."
tripe,callos / estupidez.
turmeric,cúrcuma.
uncouth,"coarse, rude, tosco, basto, ordinario, grosero, burdo, zafio."
wordsmith,works with words.
whitey,derogatory for white people.
baste,moisten during cooking.
benighted,"ignorant, unenlightened"
blithe,"cheerful, lighthearted, carefree."
bray,"donkey: neigh, rebuznar."
cackle,"cacarear, noisy laugh"
cicada,cigarra.
crestfallen,"alicaído, desanimado."
dink,"dinghy, bote/ Double Income No Kids"
dugout,refugio/ banquillo.
easel,"artist's tripod or support, caballete."
emblazon,"decorate, inscribe."
doctor,"falsify, manipular, alterar"
feeler,insect: antenna
fishnet,"with a mesh pattern, de rejilla, de malla."
foible,"quirk or weakness, manía, rareza, punto débil."
hale,"in good health, sano, robusto."
hulk,casco de un barco/ gigantón
mincemeat,minced spiced fruit.
nincompoop,a foolish or stupid person.
oaf,"patán, zoquete, patoso."
philistine,uncultured person.
plantain,plátano.
posy,"small flower bouquet, ramillete."
prattle,to talk in a mindless or silly way.
quibble,petty remark or objection.
retort,sharp replay.
shrew,musaraña (shrewd: astuto)
smock,"artist's loose shirt, guardapolvo, loose dress blusón."
sodden,"soaked, drenched, empapado, calado."
steppe,"estepa, grassy plain without trees."
stowaway,polizón.
sublet,"subarrendar, subalquilar, sublease rented property."
thesaurus,diccionario de sinónimos.
thrush,"tordo, zorzal."
tiller,"boat lever, caña del timón."
twitchy,"nervioso, inquieto."
unbecoming,impropio
weal,"red, swollen mark on skin, roncha"
yelp,aullido
animus,feeling of strong dislike or anger.
backsliding,recaída.
shot in the arm,inyección de ánimo
archrival,archirrival
bamboozle,to cheat or trick someone.
bankroll,"finance, financiar"
barker,"fairground announcer, vocero."
behemoth,sth very large and powerful.
bloodletting,sangría
bumpkin,"pueblerino, paleto."
fleece,"vellón, the woolly covering of a sheep."
caper,"alcaparra/ saltar, brincar."
cajole,"coax, persuade."
carpool,compartir el vehículo.
cleaver,butcher's knife
dappled,"spotted, moteado."
deadpan,"inexpresivo, impávido."
despondency,a state deeply sad and without hope.
ditto,"likewise, ídem, igual."
eke,"eke out: use sparingly, dosificar, racionar."
feckless,"ineffectual, ineficaz, inútil."
foregone,"already determined, inevitable."
gamut,"gama, complete range of sth."
gasket,"seal, junta."
gravitas,dignity or weight
impregnable,"resistant to attack, inexpugnable."
locksmith,cerrajero.
medley,"song mix, mixture of flavors."
motley,"variopinto, from different origins."
negligee,woman's sheer nightdress.
paltry,"small or not enough, insignificant."
pied,having two or more different colours.
pilfer,steal in small amounts
sapling,"young tree, retoño."
